Protocol,Src IP,Src Port,Dst IP,Dst Port,Init Ts,Last Ts,Ts,Duration,Mac Addr,Type
ICMPv6,fe80::212:7404:4:404,0,fe80::212:740c:c:c0c,0,49:12.7,49:15.3,1622140000000000.0,2554673,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:04:00:04:04:04'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,49:12.8,49:13.1,1622140000000000.0,317766,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,49:12.9,49:17.9,1622140000000000.0,4986612,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,49:13.3,49:13.4,1622140000000000.0,72555,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,fe80::212:740a:a:a0a,0,ff02::1a,0,49:13.5,49:13.5,1622140000000000.0,0,"{'00:12:74:0a:00:0a:0a:0a', '0x0000ffff'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,49:13.7,49:13.7,1622140000000000.0,0,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,49:15.2,49:15.2,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,49:16.2,49:16.2,1622140000000000.0,0,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
WPAN,0,0,0,0,49:16.5,49:21.5,1622140000000000.0,4984691,set(),Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,49:16.7,49:21.6,1622140000000000.0,4923913,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,49:16.8,49:21.6,1622140000000000.0,4812500,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7401:1:101,0,ff02::1a,0,49:16.8,49:16.8,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '0x0000ffff'}",Normal
ICMPv6,fe80::212:7407:7:707,0,ff02::1a,0,49:17.8,49:17.8,1622140000000000.0,0,"{'0x0000ffff', '00:12:74:07:00:07:07:07'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,49:17.9,49:22.8,1622140000000000.0,4867188,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,49:18.0,49:22.8,1622140000000000.0,4773457,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,49:18.6,49:18.6,1622140000000000.0,25638,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,49:18.7,49:18.7,1622140000000000.0,52162,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,49:18.8,49:18.8,1622140000000000.0,39547,"{'00:12:74:02:00:02:02:02', '00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,49:19.1,49:19.1,1622140000000000.0,0,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:740c:c:c0c,0,49:20.6,49:20.7,1622140000000000.0,43669,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7404:4:404,0,49:20.7,49:20.7,1622140000000000.0,0,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:740c:c:c0c,0,49:20.9,49:20.9,1622140000000000.0,0,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:04:00:04:04:04'}",Normal
UDP,::212:7401:1:101,5555,::212:740c:c:c0c,6666,49:21.0,49:21.2,1622140000000000.0,145168,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,49:21.0,49:25.3,1622140000000000.0,4281235,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,49:21.2,49:25.8,1622140000000000.0,4562501,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",Normal
WPAN,0,0,0,0,49:21.5,49:26.5,1622140000000000.0,4967639,set(),Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,49:21.7,49:26.7,1622140000000000.0,4973578,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,49:22.0,49:22.0,1622140000000000.0,0,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:740b:b:b0b,0,ff02::1a,0,49:22.4,49:22.4,1622140000000000.0,0,"{'00:12:74:0b:00:0b:0b:0b', '0x0000ffff'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,49:22.9,49:27.8,1622140000000000.0,4896025,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,49:24.1,49:28.3,1622140000000000.0,4180305,"{'00:12:74:02:00:02:02:02', '00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:740c:c:c0c,0,ff02::1a,0,49:24.3,49:24.3,1622140000000000.0,0,"{'00:12:74:0c:00:0c:0c:0c', '0x0000ffff'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,49:24.3,49:29.2,1622140000000000.0,4855687,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,49:24.4,49:24.5,1622140000000000.0,103806,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,49:24.9,49:29.4,1622140000000000.0,4492186,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7408:8:808,0,ff02::1a,0,49:25.9,49:25.9,1622140000000000.0,0,"{'00:12:74:08:00:08:08:08', '0x0000ffff'}",Normal
ICMPv6,fe80::212:7406:6:606,0,ff02::1a,0,49:26.2,49:26.2,1622140000000000.0,0,"{'00:12:74:06:00:06:06:06', '0x0000ffff'}",Normal
ICMPv6,fe80::212:7402:2:202,0,fe80::212:7405:5:505,0,49:26.5,49:26.5,1622140000000000.0,0,"{'00:12:74:02:00:02:02:02', '00:12:74:05:00:05:05:05'}",Normal
WPAN,0,0,0,0,49:26.7,49:31.7,1622140000000000.0,4998637,set(),Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,49:26.8,49:31.8,1622140000000000.0,4994351,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
UDP,::212:7401:1:101,5555,::212:740c:c:c0c,6666,49:27.0,49:27.0,1622140000000000.0,35827,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,49:27.3,49:31.8,1622140000000000.0,4507813,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,49:27.6,49:32.5,1622140000000000.0,4960957,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,49:27.6,49:27.6,1622140000000000.0,0,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,49:28.0,49:32.8,1622140000000000.0,4888023,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
ICMPv6,fe80::212:7409:9:909,0,ff02::1a,0,49:29.9,49:29.9,1622140000000000.0,0,"{'00:12:74:09:00:09:09:09', '0x0000ffff'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,49:30.0,49:34.7,1622140000000000.0,4789063,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,49:30.6,49:35.5,1622140000000000.0,4863445,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,49:30.7,49:30.7,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,fe80::212:7404:4:404,0,ff02::1a,0,49:31.5,49:31.5,1622140000000000.0,0,"{'00:12:74:04:00:04:04:04', '0x0000ffff'}",Normal
WPAN,0,0,0,0,49:31.7,49:36.7,1622140000000000.0,4984305,set(),Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,49:31.8,49:36.8,1622140000000000.0,4991217,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
ICMPv6,fe80::212:740c:c:c0c,0,ff02::1a,0,49:32.3,49:32.3,1622140000000000.0,0,"{'00:12:74:0c:00:0c:0c:0c', '0x0000ffff'}",Normal
UDP,::212:7401:1:101,5555,::212:740c:c:c0c,6666,49:32.4,49:32.4,1622140000000000.0,76059,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,49:33.0,49:38.0,1622140000000000.0,4976562,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,49:33.5,49:33.5,1622140000000000.0,0,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,49:34.0,49:38.3,1622140000000000.0,4250634,"{'00:12:74:02:00:02:02:02', '00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,49:34.2,49:38.5,1622140000000000.0,4259974,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,49:35.1,49:39.3,1622140000000000.0,4231845,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,fe80::212:740a:a:a0a,0,ff02::1a,0,49:35.3,49:35.3,1622140000000000.0,0,"{'00:12:74:0a:00:0a:0a:0a', '0x0000ffff'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,49:36.5,49:36.5,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
WPAN,0,0,0,0,49:36.7,49:41.7,1622140000000000.0,4982359,set(),Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,49:36.8,49:41.7,1622140000000000.0,4910879,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,49:37.2,49:41.6,1622140000000000.0,4375000,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,49:37.7,49:37.7,1622140000000000.0,0,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,49:38.0,49:43.0,1622140000000000.0,4993919,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:740c:c:c0c,6666,49:38.1,49:38.4,1622140000000000.0,320293,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7405:5:505,0,ff02::1a,0,49:38.4,49:38.4,1622140000000000.0,0,"{'0x0000ffff', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,49:39.1,49:39.1,1622140000000000.0,0,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7402:2:202,0,ff02::1a,0,49:39.2,49:39.2,1622140000000000.0,0,"{'00:12:74:02:00:02:02:02', '0x0000ffff'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,49:39.4,49:39.4,1622140000000000.0,0,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,49:39.7,49:44.7,1622140000000000.0,4960938,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
WPAN,0,0,0,0,49:41.7,49:46.7,1622140000000000.0,4989929,set(),Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,49:41.8,49:45.8,1622140000000000.0,4015646,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,49:41.9,49:46.9,1622140000000000.0,4994607,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,49:43.1,49:47.9,1622140000000000.0,4875000,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,49:43.1,49:43.1,1622140000000000.0,16243,"{'00:12:74:02:00:02:02:02', '00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:740c:c:c0c,6666,49:43.2,49:48.2,1622140000000000.0,4933320,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7407:7:707,0,ff02::1a,0,49:43.6,49:43.6,1622140000000000.0,0,"{'0x0000ffff', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,49:43.6,49:43.6,1622140000000000.0,0,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,49:43.7,49:47.9,1622140000000000.0,4203140,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,49:44.3,49:49.0,1622140000000000.0,4682747,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,49:44.6,49:44.9,1622140000000000.0,349050,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,fe80::212:740c:c:c0c,0,ff02::1a,0,49:44.7,49:44.7,1622140000000000.0,0,"{'00:12:74:0c:00:0c:0c:0c', '0x0000ffff'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,49:45.1,49:45.1,1622140000000000.0,0,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,49:45.1,49:50.0,1622140000000000.0,4958674,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,49:46.6,49:51.0,1622140000000000.0,4367187,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",Normal
WPAN,0,0,0,0,49:46.7,49:51.7,1622140000000000.0,4990507,set(),Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,49:46.9,49:51.8,1622140000000000.0,4921374,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,49:48.1,49:53.1,1622140000000000.0,4954131,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,49:48.1,49:52.5,1622140000000000.0,4399070,"{'00:12:74:02:00:02:02:02', '00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,49:49.0,49:53.3,1622140000000000.0,4215678,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,49:50.0,49:54.3,1622140000000000.0,4286532,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,49:50.2,49:55.0,1622140000000000.0,4789060,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,49:50.3,49:50.3,1622140000000000.0,15606,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,49:50.8,49:50.8,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
WPAN,0,0,0,0,49:51.7,49:56.7,1622140000000000.0,4974653,set(),Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,49:51.9,49:51.9,1622140000000000.0,0,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,49:52.0,49:56.9,1622140000000000.0,4939370,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
UDP,::212:7401:1:101,5555,::212:740c:c:c0c,6666,49:52.3,49:57.2,1622140000000000.0,4875001,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,49:53.2,49:58.2,1622140000000000.0,4992188,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,49:54.0,49:58.4,1622140000000000.0,4398422,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,49:55.5,49:55.5,1622140000000000.0,46855,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,49:56.1,49:56.1,1622140000000000.0,0,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,49:56.4,49:56.4,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
WPAN,0,0,0,0,49:56.8,50:01.8,1622140000000000.0,4984962,set(),Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,49:57.0,50:01.7,1622140000000000.0,4776502,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,49:57.0,50:01.9,1622140000000000.0,4899100,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
UDP,::212:7401:1:101,5555,::212:740c:c:c0c,6666,49:57.4,50:02.0,1622140000000000.0,4570319,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,49:57.8,49:57.9,1622140000000000.0,47494,"{'00:12:74:02:00:02:02:02', '00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,49:57.9,50:02.9,1622140000000000.0,4945313,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,49:58.3,50:03.3,1622140000000000.0,5000000,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,49:58.7,50:03.7,1622140000000000.0,4982887,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,49:59.1,50:03.8,1622140000000000.0,4674118,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,50:01.4,50:01.4,1622140000000000.0,0,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
WPAN,0,0,0,0,50:01.8,50:06.7,1622140000000000.0,4971653,set(),Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,50:02.0,50:07.0,1622140000000000.0,4953317,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,50:02.1,50:02.1,1622140000000000.0,39043,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,50:02.3,50:02.3,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,50:03.3,50:03.3,1622140000000000.0,70931,"{'00:12:74:02:00:02:02:02', '00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7404:4:404,0,fe80::212:7409:9:909,0,50:03.3,50:03.4,1622140000000000.0,109361,"{'00:12:74:09:00:09:09:09', '00:12:74:04:00:04:04:04'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,50:03.3,50:08.3,1622140000000000.0,4984375,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,50:04.2,50:08.7,1622140000000000.0,4562499,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",Normal
WPAN,0,0,0,0,50:06.8,50:11.8,1622140000000000.0,4999999,set(),Normal
UDP,::212:7401:1:101,5555,::212:740c:c:c0c,6666,50:06.9,50:11.1,1622140000000000.0,4238947,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,50:07.0,50:12.0,1622140000000000.0,4985561,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,50:07.3,50:07.3,1622140000000000.0,46855,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,50:07.3,50:07.3,1622140000000000.0,0,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,50:07.3,50:07.3,1622140000000000.0,0,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,50:07.4,50:11.6,1622140000000000.0,4239173,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,50:07.4,50:11.6,1622140000000000.0,4234355,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,50:07.7,50:12.4,1622140000000000.0,4658168,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,50:08.0,50:08.0,1622140000000000.0,24927,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,50:08.4,50:13.3,1622140000000000.0,4963979,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,50:08.6,50:13.6,1622140000000000.0,4978086,"{'00:12:74:02:00:02:02:02', '00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
WPAN,0,0,0,0,50:11.8,50:16.8,1622140000000000.0,4987020,set(),Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,50:12.1,50:17.0,1622140000000000.0,4964551,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,50:12.6,50:12.6,1622140000000000.0,0,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,50:12.6,50:17.6,1622140000000000.0,4921874,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,50:12.8,50:17.6,1622140000000000.0,4796890,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,50:13.1,50:17.3,1622140000000000.0,4257829,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,50:13.5,50:13.5,1622140000000000.0,41305,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,50:13.5,50:18.4,1622140000000000.0,4970570,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
