Protocol,Src IP,Src Port,Dst IP,Dst Port,Init Ts,Last Ts,Ts,Duration,Mac Addr,Type
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,36:31.4,36:31.5,1622120000000000.0,49533,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,36:32.2,36:32.2,1622120000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,36:33.3,36:37.4,1622120000000000.0,4093733,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
WPAN,0,0,0,0,36:33.3,36:38.2,1622120000000000.0,4947189,set(),Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,36:33.3,36:38.2,1622120000000000.0,4898791,"{'00:12:74:01:00:01:01:01', '00:12:74:0b:00:0b:0b:0b', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,36:34.6,36:34.7,1622120000000000.0,42785,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:02:00:02:02:02'}",Normal
ICMPv6,fe80::212:7404:4:404,0,fe80::212:7408:8:808,0,36:35.1,36:35.1,1622120000000000.0,0,"{'00:12:74:04:00:04:04:04', '00:12:74:08:00:08:08:08'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,36:35.3,36:39.4,1622120000000000.0,4075088,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,36:35.4,36:35.4,1622120000000000.0,11489,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,fe80::212:7403:3:303,0,fe80::212:7407:7:707,0,36:35.6,36:35.6,1622120000000000.0,0,"{'00:12:74:03:00:03:03:03', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,36:37.1,36:37.2,1622120000000000.0,20848,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,36:37.4,36:41.9,1622120000000000.0,4516551,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,36:37.9,36:42.7,1622120000000000.0,4796891,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
ICMPv6,fe80::212:7403:3:303,0,fe80::212:7406:6:606,0,36:38.7,36:38.7,1622120000000000.0,0,"{'00:12:74:06:00:06:06:06', '00:12:74:03:00:03:03:03'}",Normal
WPAN,0,0,0,0,36:38.7,36:43.7,1622120000000000.0,4969709,set(),Normal
UDP,::212:7401:1:101,5555,::212:7403:3:303,6666,36:39.4,36:39.5,1622120000000000.0,36203,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,36:40.3,36:44.4,1622120000000000.0,4089640,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:02:00:02:02:02'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,36:40.4,36:40.4,1622120000000000.0,60779,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,36:40.4,36:40.4,1622120000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:04:00:04:04:04'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,36:42.2,36:47.2,1622120000000000.0,4947971,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,36:42.6,36:47.1,1622120000000000.0,4510828,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7402:2:202,0,fe80::212:7404:4:404,0,36:43.2,36:43.2,1622120000000000.0,0,"{'00:12:74:04:00:04:04:04', '00:12:74:02:00:02:02:02'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,36:43.7,36:48.7,1622120000000000.0,4953494,"{'00:12:74:01:00:01:01:01', '00:12:74:0b:00:0b:0b:0b', '00:12:74:07:00:07:07:07'}",Normal
WPAN,0,0,0,0,36:43.8,36:48.7,1622120000000000.0,4898469,set(),Normal
UDP,::212:7401:1:101,5555,::212:7403:3:303,6666,36:44.5,36:49.4,1622120000000000.0,4878955,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,36:45.1,36:45.1,1622120000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,36:45.4,36:45.4,1622120000000000.0,29515,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,36:45.4,36:45.4,1622120000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:04:00:04:04:04'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,36:45.9,36:45.9,1622120000000000.0,13588,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,36:48.5,36:48.5,1622120000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
WPAN,0,0,0,0,36:49.4,36:54.2,1622120000000000.0,4830229,set(),Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,36:49.5,36:49.5,1622120000000000.0,31944,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:02:00:02:02:02'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,36:50.5,36:50.5,1622120000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,36:51.1,36:55.5,1622120000000000.0,4320313,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,36:51.3,36:55.5,1622120000000000.0,4224827,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,36:51.3,36:55.5,1622120000000000.0,4171894,"{'00:12:74:01:00:01:01:01', '00:12:74:04:00:04:04:04'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,36:51.6,36:51.7,1622120000000000.0,40008,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,36:52.6,36:57.6,1622120000000000.0,4955799,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,36:53.0,36:57.8,1622120000000000.0,4844105,"{'00:12:74:01:00:01:01:01', '00:12:74:0b:00:0b:0b:0b', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,36:54.2,36:54.2,1622120000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,36:54.5,36:54.5,1622120000000000.0,16332,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:02:00:02:02:02'}",Normal
WPAN,0,0,0,0,36:54.5,36:59.3,1622120000000000.0,4782511,set(),Normal
UDP,::212:7401:1:101,5555,::212:7403:3:303,6666,36:54.9,36:59.9,1622120000000000.0,4947739,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,36:56.2,37:00.8,1622120000000000.0,4570328,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,36:56.7,37:01.6,1622120000000000.0,4880775,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,36:59.3,36:59.3,1622120000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,36:59.6,36:59.6,1622120000000000.0,24130,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:02:00:02:02:02'}",Normal
WPAN,0,0,0,0,36:59.6,37:04.2,1622120000000000.0,4665663,set(),Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,37:01.0,37:05.9,1622120000000000.0,4906265,"{'00:12:74:01:00:01:01:01', '00:12:74:04:00:04:04:04'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,37:01.2,37:01.2,1622120000000000.0,45154,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,37:01.4,37:06.1,1622120000000000.0,4674941,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,37:01.9,37:06.8,1622120000000000.0,4838596,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,37:02.3,37:02.4,1622120000000000.0,39416,"{'00:12:74:01:00:01:01:01', '00:12:74:0b:00:0b:0b:0b', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7403:3:303,6666,37:04.2,37:09.0,1622120000000000.0,4853974,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,37:04.8,37:09.4,1622120000000000.0,4632828,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
WPAN,0,0,0,0,37:04.8,37:09.7,1622120000000000.0,4853896,set(),Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,37:05.4,37:09.7,1622120000000000.0,4222298,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:02:00:02:02:02'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,37:06.6,37:10.6,1622120000000000.0,4082847,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,37:06.9,37:07.0,1622120000000000.0,29515,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,fe80::212:7402:2:202,0,fe80::212:7405:5:505,0,37:07.0,37:07.0,1622120000000000.0,0,"{'00:12:74:02:00:02:02:02', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,37:07.1,37:12.1,1622120000000000.0,4958915,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,37:07.9,37:07.9,1622120000000000.0,11777,"{'00:12:74:01:00:01:01:01', '00:12:74:0b:00:0b:0b:0b', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,37:10.3,37:15.1,1622120000000000.0,4804682,"{'00:12:74:01:00:01:01:01', '00:12:74:04:00:04:04:04'}",Normal
WPAN,0,0,0,0,37:10.3,37:15.1,1622120000000000.0,4804681,set(),Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,37:11.2,37:11.3,1622120000000000.0,49532,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,37:11.5,37:15.8,1622120000000000.0,4390641,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,37:12.3,37:17.0,1622120000000000.0,4748265,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,37:13.0,37:17.3,1622120000000000.0,4242543,"{'00:12:74:01:00:01:01:01', '00:12:74:0b:00:0b:0b:0b', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7403:3:303,6666,37:13.5,37:13.6,1622120000000000.0,49287,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,37:14.7,37:18.9,1622120000000000.0,4187516,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,37:15.4,37:15.4,1622120000000000.0,11431,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:02:00:02:02:02'}",Normal
WPAN,0,0,0,0,37:15.4,37:19.7,1622120000000000.0,4252537,set(),Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,37:16.3,37:16.3,1622120000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,37:16.4,37:21.2,1622120000000000.0,4833900,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,37:16.8,37:16.9,1622120000000000.0,57361,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7403:3:303,6666,37:19.1,37:19.1,1622120000000000.0,11714,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
ICMPv6,fe80::212:7408:8:808,0,fe80::212:740a:a:a0a,0,37:19.3,37:19.3,1622120000000000.0,0,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:08:00:08:08:08'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,37:19.7,37:19.7,1622120000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:04:00:04:04:04'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,37:20.7,37:25.5,1622120000000000.0,4727256,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:02:00:02:02:02'}",Normal
WPAN,0,0,0,0,37:20.7,37:25.7,1622120000000000.0,4980169,set(),Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,37:21.4,37:21.4,1622120000000000.0,0,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,37:21.8,37:26.2,1622120000000000.0,4382812,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,37:22.0,37:26.2,1622120000000000.0,4197969,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
ICMPv6,fe80::212:7406:6:606,0,fe80::212:7409:9:909,0,37:22.2,37:22.2,1622120000000000.0,0,"{'00:12:74:09:00:09:09:09', '00:12:74:06:00:06:06:06'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,37:22.3,37:22.3,1622120000000000.0,23806,"{'00:12:74:01:00:01:01:01', '00:12:74:0b:00:0b:0b:0b', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,37:22.8,37:26.9,1622120000000000.0,4076390,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7403:3:303,6666,37:24.2,37:28.5,1622120000000000.0,4228974,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,37:24.7,37:28.8,1622120000000000.0,4054687,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,37:25.2,37:25.2,1622120000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:04:00:04:04:04'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,37:25.7,37:25.8,1622120000000000.0,37026,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
WPAN,0,0,0,0,37:25.8,37:30.5,1622120000000000.0,4733161,set(),Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,37:27.2,37:27.2,1622120000000000.0,0,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,37:28.0,37:28.1,1622120000000000.0,55042,"{'00:12:74:01:00:01:01:01', '00:12:74:0b:00:0b:0b:0b', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,37:30.4,37:34.5,1622120000000000.0,4171859,"{'00:12:74:01:00:01:01:01', '00:12:74:04:00:04:04:04'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,37:30.5,37:30.5,1622120000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,37:31.1,37:35.8,1622120000000000.0,4771703,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:05:00:05:05:05'}",Normal
WPAN,0,0,0,0,37:31.1,37:35.8,1622120000000000.0,4771732,set(),Normal
ICMPv6,fe80::212:7404:4:404,0,fe80::212:740a:a:a0a,0,37:31.2,37:31.2,1622120000000000.0,0,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:04:00:04:04:04'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,37:31.3,37:31.3,1622120000000000.0,21413,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,37:31.3,37:35.4,1622120000000000.0,4071006,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:02:00:02:02:02'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,37:31.9,37:31.9,1622120000000000.0,11708,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,37:33.0,37:37.6,1622120000000000.0,4590738,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,37:33.1,37:37.9,1622120000000000.0,4762576,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,37:33.4,37:33.5,1622120000000000.0,39417,"{'00:12:74:01:00:01:01:01', '00:12:74:0b:00:0b:0b:0b', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7403:3:303,6666,37:33.5,37:33.6,1622120000000000.0,49301,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,37:36.1,37:40.4,1622120000000000.0,4265625,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",Normal
WPAN,0,0,0,0,37:36.1,37:40.6,1622120000000000.0,4499583,set(),Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,37:36.4,37:40.6,1622120000000000.0,4199455,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,37:37.3,37:37.3,1622120000000000.0,11706,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,37:38.6,37:38.6,1622120000000000.0,55042,"{'00:12:74:01:00:01:01:01', '00:12:74:0b:00:0b:0b:0b', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7403:3:303,6666,37:39.3,37:39.3,1622120000000000.0,49287,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,37:39.5,37:44.3,1622120000000000.0,4781944,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:02:00:02:02:02'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,37:40.3,37:40.3,1622120000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:04:00:04:04:04'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,37:41.3,37:41.4,1622120000000000.0,11495,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:05:00:05:05:05'}",Normal
WPAN,0,0,0,0,37:41.3,37:46.0,1622120000000000.0,4677824,set(),Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,37:42.4,37:42.4,1622120000000000.0,41720,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,37:42.6,37:47.2,1622120000000000.0,4617171,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
ICMPv6,fe80::212:7403:3:303,0,fe80::212:740b:b:b0b,0,37:43.5,37:43.5,1622120000000000.0,0,"{'00:12:74:03:00:03:03:03', '00:12:74:0b:00:0b:0b:0b'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,37:43.6,37:43.6,1622120000000000.0,0,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,37:43.7,37:43.7,1622120000000000.0,39417,"{'00:12:74:01:00:01:01:01', '00:12:74:0b:00:0b:0b:0b', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7403:3:303,6666,37:44.7,37:44.7,1622120000000000.0,25850,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,37:44.9,37:48.9,1622120000000000.0,4000015,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,37:45.7,37:45.7,1622120000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:04:00:04:04:04'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,37:45.7,37:45.7,1622120000000000.0,11894,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
ICMPv6,fe80::212:7406:6:606,0,fe80::212:740b:b:b0b,0,37:46.0,37:46.0,1622120000000000.0,0,"{'00:12:74:06:00:06:06:06', '00:12:74:0b:00:0b:0b:0b'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,37:47.2,37:51.8,1622120000000000.0,4636497,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:05:00:05:05:05'}",Normal
WPAN,0,0,0,0,37:47.2,37:52.1,1622120000000000.0,4969741,set(),Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,37:47.5,37:47.5,1622120000000000.0,41721,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,37:49.0,37:49.1,1622120000000000.0,55042,"{'00:12:74:01:00:01:01:01', '00:12:74:0b:00:0b:0b:0b', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,37:49.3,37:54.2,1622120000000000.0,4918840,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7403:3:303,6666,37:49.8,37:49.8,1622120000000000.0,80537,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,37:49.8,37:49.9,1622120000000000.0,47567,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08', '00:12:74:02:00:02:02:02'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,37:50.8,37:50.8,1622120000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:04:00:04:04:04'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,37:51.4,37:51.5,1622120000000000.0,29212,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,37:52.0,37:52.0,1622120000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal
ICMPv6,fe80::212:7402:2:202,0,fe80::212:7405:5:505,0,37:52.1,37:52.1,1622120000000000.0,0,"{'00:12:74:02:00:02:02:02', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,fe80::212:7409:9:909,0,fe80::212:740b:b:b0b,0,37:52.5,37:52.5,1622120000000000.0,0,"{'00:12:74:09:00:09:09:09', '00:12:74:0b:00:0b:0b:0b'}",Normal
WPAN,0,0,0,0,37:52.5,37:57.0,1622120000000000.0,4535665,set(),Normal
ICMPv6,fe80::212:7404:4:404,0,ff02::1a,0,37:52.8,37:52.8,1622120000000000.0,0,"{'0x0000ffff', '00:12:74:04:00:04:04:04'}",Normal
